City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
639,Brigantine,US,39.4101,-74.3646,54.28,65,0,17.27,clear sky
640,Kutum,SD,14.2,24.6667,50.14,24,9,5.37,clear sky
641,Shagonar,RU,51.5333,92.8,-16.98,94,93,1.39,overcast clouds
642,Bereda,ES,43.2686,-7.5406,45.14,100,84,0.56,broken clouds
643,Itacurubi De La Cordillera,PY,-25.45,-56.85,79.5,51,19,3.24,few clouds
644,Nurobod,UZ,40.9056,69.8023,32.85,95,100,0.29,overcast clouds
645,Lodwar,KE,3.1191,35.5973,82.26,41,24,11.45,few clouds
646,Bahia Honda,CU,22.9036,-83.1592,72.05,85,70,7.11,broken clouds
647,Elizabeth City,US,36.2946,-76.2511,55.02,62,0,10.36,clear sky
648,Ranong,TH,9.9658,98.6348,85.93,55,85,0.49,overcast clouds
649,Tondano,ID,1.3038,124.9112,78.89,68,72,3.76,broken clouds
650,Potrerillos,HN,15.2333,-87.9667,73.22,99,34,1.05,scattered clouds
651,Allapalli,IN,19.4167,80.0667,73.83,24,100,3.74,overcast clouds
652,Izhma,RU,65.0083,53.9113,13.24,90,100,10.98,overcast clouds
653,Kagay,PH,6.0088,120.9074,83.66,72,100,5.82,overcast clouds
654,Bonavista,CA,48.6499,-53.1147,35.11,75,8,16.04,clear sky
655,Mehamn,NO,71.0357,27.8492,25.29,65,91,10.13,light snow
656,Thale,DE,51.75,11.05,32.65,88,6,4.76,clear sky
657,Dire Dawa,ET,9.5931,41.8661,62.65,60,1,1.36,clear sky
658,Benguela,AO,-12.5763,13.4055,73.78,74,100,3.0,overcast clouds
659,Gimli,CA,50.6336,-96.9907,-16.58,63,33,4.61,scattered clouds
660,Ouallam,NE,14.3188,2.0866,66.94,13,0,10.36,clear sky
661,Ola,RU,59.5833,151.2833,12.15,66,99,1.92,overcast clouds
662,Sibanicu,CU,21.235,-77.5264,75.65,87,12,5.7,few clouds
663,Hambantota,LK,6.1241,81.1185,82.74,89,20,10.36,few clouds
664,Haapiti,PF,-17.5667,-149.8667,80.33,73,75,14.2,broken clouds
665,Oriximina,BR,-1.7656,-55.8661,74.59,95,98,1.74,overcast clouds
666,Iquitos,PE,-3.7481,-73.2472,75.24,100,75,4.61,broken clouds
667,Bouca,CF,6.5105,18.2733,67.08,22,8,3.24,clear sky
668,Ife,NG,7.4667,4.5667,70.11,97,35,0.74,scattered clouds
669,Laredo,US,27.5064,-99.5075,66.85,72,0,13.8,clear sky
670,Raul Soares,BR,-20.1022,-42.4519,67.57,98,100,4.0,overcast clouds
671,Soyo,AO,-6.1349,12.3689,76.39,89,56,5.82,broken clouds
672,Olafsvik,IS,64.8945,-23.7142,27.5,74,100,24.81,overcast clouds
673,Pampa,US,35.5362,-100.9599,41.95,69,0,8.05,clear sky
674,Talcahuano,CL,-36.7167,-73.1167,56.88,77,0,4.61,clear sky
675,Ubajara,BR,-3.8544,-40.9211,64.94,97,96,4.0,overcast clouds
676,Okhotsk,RU,59.3833,143.3,2.07,75,37,9.4,scattered clouds
677,Guangyuan,CN,32.442,105.823,50.02,52,100,4.12,overcast clouds
678,Lujiang,CN,31.2581,117.2817,39.25,95,100,2.19,overcast clouds
679,Moron,AR,-34.6534,-58.6198,60.69,93,100,11.5,moderate rain
680,Moranbah,AU,-22.0016,148.0466,93.49,27,0,12.33,clear sky
681,Lohr,DE,49.9936,9.5783,29.66,90,8,2.55,clear sky
682,Mildura,AU,-34.2,142.15,86.07,36,0,3.44,clear sky
683,Mucurapo,TT,10.6667,-61.5333,75.25,82,26,11.68,scattered clouds
684,Poronaysk,RU,49.2167,143.1167,24.64,90,100,6.93,light snow
685,Draganesti,RO,45.7833,27.4667,39.15,82,93,18.3,overcast clouds
